paper_id,title,reference,venue,year,n_citation,author
630,An Evolutionary Approach for Identifying Driver Mutations in Colorectal Cancer,-1,PLOS Computational Biology,2015,14,Jasmine Foo
631,Theorizing about software development practices,-1,Science of Computer Programming,2015,8,Tero Päivärinta
632,Regular expression-based learning to extract bodyweight values from clinical notes,-1,Journal of Biomedical Informatics,2015,10,Maureen A. Murtaugh
633,A fast unified algorithm for solving group-lasso penalize learning problems,-1,Statistics and Computing,2015,6,Yi Yang
634,Cloud Computing Applications for Smart Grid: A Survey,-1,IEEE Transactions on Parallel and Distributed Systems,2015,104,Samaresh Bera
635,Robust recoverable perfect matchings,-1,Networks,2015,7,Mitre Costa Dourado
637,How Superadditive Can a Risk Measure Be,-1,Siam Journal on Financial Mathematics,2015,14,Ruodu Wang
638,A spectral scheme for Kohn-Sham density functional theory of clusters,-1,Journal of Computational Physics,2015,9,Amartya S. Banerjee
639,Channel capacity analysis of a diffusion-based molecular communication system with ligand receptors,-1,International Journal of Communication Systems,2015,5,Qiang Liu
640,Data stream outlier detection approach based on frequent pattern mining technique,-1,business information systems,2015,7,Aiman Moyaid Said
641,Database citation in supplementary data linked to Europe PubMed Central full text biomedical articles,-1,Journal of Biomedical Semantics,2015,10,Şenay Kafkas
643,Heterogeneous spectrum sensing: challenges and methodologies,-1,Eurasip Journal on Wireless Communications and Networking,2015,0,Wei Liu 0019
644,Technical Note—Price-Setting Newsvendor Problems with Uncertain Supply and Risk Aversion,-1,Operations Research,2015,1,Burak Kazaz
646,A k-anonymous approach to privacy preserving collaborative filtering,-1,Journal of Computer and System Sciences,2015,33,Fran Casino
647,Renyi generalizations of the conditional quantum mutual information,-1,Journal of Mathematical Physics,2015,51,Mario Berta
648,Adaptive Zoning for Efficient Transport Modelling in Urban Models,-1,international conference on computational science and its applications,2015,1,Alex Hagen-Zanker
649,Quantitative evaluation of features for Forensic Handwriting Examination,-1,international conference on document analysis and recognition,2015,2,Angelo Marcelli
651,Log-odds sequence logos,-1,Bioinformatics,2015,5,Yi-Kuo Yu
652,Kayrebt: An activity diagram extraction and visualization toolset designed for the Linux codebase,-1,software visualization,2015,1,Laurent Georget
653,An automatic approach to weighted subject indexing—an empirical study in the biomedical domain,-1,Journal of the Association for Information Science and Technology,2015,0,Kun Lu
654,A method for detecting symmetries in constraint models and its generalisation,-1,Constraints - An International Journal,2015,3,Christopher Mears
655,Rectification of camera captured document images for camera-based OCR technology,-1,international conference on document analysis and recognition,2015,0,Mohamed Fawzi
656,Homomorphic authentication codes for network coding,-1,Concurrency and Computation: Practice and Experience,2015,2,Zhaohui Tang
657,Information and Communication Technology as a Key Strategy for Efficient Supply Chain Management in Manufacturing SMEs,-1,Procedia Computer Science,2015,0,Monica Colin
660,Robust Performance-driven 3D Face Tracking in Long Range Depth Scenes,-1,arXiv: Computer Vision and Pattern Recognition,2015,1,Hai Xuan Pham
661,Factors Influencing the Adoption of Cloud Incident Handling Strategy: A Preliminary Study in Malaysia,-1,arXiv: Computers and Society,2015,2,Nurul Hidayah Ab Rahman
662,An adaptive test for the mean vector in large- p -small- n problems,-1,Computational Statistics & Data Analysis,2015,1,Yanfeng Shen
663,Cross wedge rolling and bi-directional forging of preforms for crankshafts,-1,Production Engineering,2015,2,Matthias Meyer
664,Design 'the Pori hidden beauties geocaching series': computer-supported collaborative web-based learning and sharing experiences,-1,International Journal of Web Based Communities,2015,0,Pirita Ihamäki
665,Saliency-aware image-to-class distances for image classification,-1,Neurocomputing,2015,7,Peng Peng
666,Fuzzy conditional inference and application to Wireless Sensor Network Fuzzy Control Systems,-1,"international conference on networking, sensing and control",2015,0,P. Venkata Subba Reddy
667,Embroidered Electrode with Silver/Titanium Coating for Long-Term ECG Monitoring,-1,Sensors,2015,50,Markus Weder
668,Cross-Vendor evaluation of key user-defined clinical decision support capabilities: A scenario-based assessment of certified electronic health records with guidelines for future development,-1,Journal of the American Medical Informatics Association,2015,8,Allison B. McCoy
669,Managing Contention with Medley,-1,IEEE Transactions on Mobile Computing,2015,5,Feng Lu
670,Enabling network inference methods to handle missing data and outliers,-1,BMC Bioinformatics,2015,8,A. Folch-Fortuny
671,Secure biometric template generation for multi-factor authentication,-1,Pattern Recognition,2015,50,Salman Hameed Khan
673,On-line incremental learning for unknown conditions during assembly operations with industrial robots,-1,Evolving Systems,2015,0,J. L. Navarro-Gonzalez
675,Graph Regularised Hashing,-1,european conference on information retrieval,2015,4,Sean Moran
676,BodyVis: A New Approach to Body Learning Through Wearable Sensing and Visualization,-1,human factors in computing systems,2015,50,Leyla Norooz
677,A unified framework for wireless connectivity study subject to general interference attack,-1,international conference on communications,2015,1,Yang Liu
680,Vector field guidance for three-dimensional curved path following with fixed-wing UAVs,-1,advances in computing and communications,2015,2,Yueqian Liang
681,Design of 340 GHz 2× and 4× Sub-Harmonic Mixers Using Schottky Barrier Diodes in Silicon-Based Technology,-1,Micromachines,2015,0,Chao Liu
682,Dynamic ROI based on K-means for remote photoplethysmography,-1,"international conference on acoustics, speech, and signal processing",2015,4,Litong Feng
683,Applying Value Sensitive Design (VSD) to Wind Turbines and Wind Parks: An Exploration,-1,Science and Engineering Ethics,2015,50,Ilse Oosterlaken
685,GPU-accelerated attention map generation for dynamic 3D scenes,-1,ieee virtual reality conference,2015,50,Thies Pfeiffer
686,Age-Related Structural Inertia: A Distance-Based Approach,-1,Organization Science,2015,12,Gaël Le Mens
687,Optimized network-coded scalable video multicasting over eMBMS networks,-1,international conference on communications,2015,5,Andrea Tassi
688,On Approximate Controllability of Functional Impulsive Evolution Inclusions in a Hilbert Space,-1,Journal of Optimization Theory and Applications,2015,0,Agata Grudzka
689,Incremental Majorization-Minimization Optimization with Application to Large-Scale Machine Learning,-1,Siam Journal on Optimization,2015,43,Julien Mairal
691,Recommendations Using Information from Multiple Association Rules: A Probabilistic Approach,-1,Information Systems Research,2015,0,Abhijeet Ghoshal
692,A second-order linearized three-level backward Euler scheme for a class of nonlinear expitaxial growth model,-1,International Journal of Computer Mathematics,2015,0,Rui Du
693,The Development of the Ability to Semantically Integrate Information in Speech and Iconic Gesture in Comprehension.,-1,Cognitive Science,2015,7,Kazuki Sekine
694,"PAC learning, VC dimension, and the arithmetic hierarchy",-1,Archive for Mathematical Logic,2015,0,Wesley Calvert
695,Extracting Development Tasks to Navigate Software Documentation,-1,IEEE Transactions on Software Engineering,2015,10,Christoph Treude
696,A Context-Aware Model to Provide Positioning in Disaster Relief Scenarios,-1,Sensors,2015,1,Daniel Moreno
697,Lazy evaluation methods for detecting complex events,-1,distributed event-based systems,2015,4,Ilya Kolchinsky
699,MpTheory Java Library: a multi-platform Java library for Systems Biology based on the Metabolic P theory,-1,Bioinformatics,2015,4,Luca Marchetti
700,Classification of Several Optically Complex Waters in China Using in Situ Remote Sensing Reflectance,-1,Remote Sensing,2015,10,Qian Shen
701,Rational subsets of unitriangular groups,-1,International Journal of Algebra and Computation,2015,3,Markus Lohrey
702,Online optimization of collaborative web service QoS prediction based on approximate dynamic programming,-1,International Journal of Distributed Sensor Networks,2015,50,Xiong Luo
703,Cell identification in whole-brain multiview images of neural activation,-1,arXiv: Computer Vision and Pattern Recognition,2015,0,Marco Paciscopi
704,Temporal Changes of Diffusion Patterns in Mild Traumatic Brain Injury via Group-Based Semi-blind Source Separation,-1,IEEE Journal of Biomedical and Health Informatics,2015,2,Min Jing
706,"Employing self-assessment, journaling, and peer sharing to enhance learning from an online course",-1,Journal of Computing in Higher Education,2015,10,Wu-Yuin Hwang
707,Dataflow formalisation of real-time streaming applications on a Composable and Predictable Multi-Processor SOC,-1,embedded software,2015,20,At Andrew Nelson
708,How Angular Velocity Features and Different Gyroscope Noise Types Interact and Determine Orientation Estimation Accuracy,-1,Sensors,2015,16,Ilaria Pasciuto
709,Marky: A tool supporting annotation consistency in multi-user and iterative document annotation projects,-1,Computer Methods and Programs in Biomedicine,2015,50,Martín Pérez-Pérez
710,Integrated WiFi/PDR/Smartphone Using an Unscented Kalman Filter Algorithm for 3D Indoor Localization.,-1,Sensors,2015,20,Guoliang Chen
711,Quality of Information Aware Incentive Mechanisms for Mobile Crowd Sensing Systems,-1,mobile ad hoc networking and computing,2015,86,Haiming Jin
712,Statistical models for RNA-seq data derived from a two-condition 48-replicate experiment,-1,Bioinformatics,2015,69,Marek Gierliński
714,Integrating mobile and cloud resources management using the cloud personal assistant,-1,Simulation Modelling Practice and Theory,2015,50,Michael J. O'Sullivan
715,A CMOS Current-Mode Magnetic Hall Sensor With Integrated Front-End,-1,IEEE Transactions on Circuits and Systems I-regular Papers,2015,32,Hadi Heidari
716,eContractual choreography-language properties towards cross-organizational business collaboration,-1,Journal of Internet Services and Applications,2015,29,Alex Norta
717,Causal biological network database: a comprehensive platform of causal biological network models focused on the pulmonary and vascular systems,-1,Database,2015,43,Stéphanie Boué
718,Jogging with a Quadcopter,-1,human factors in computing systems,2015,50,Florian 'Floyd' Mueller
719,A Multi-signal Variant for the GPU-based Parallelization of Growing Self-Organizing Networks,-1,"arXiv: Distributed, Parallel, and Cluster Computing",2015,50,Giacomo Parigi
720,Greedy Algorithms for Steiner Forest,-1,symposium on the theory of computing,2015,1,Anupam Gupta
721,Muddying The Multiword Expression Waters: How Cognitive Demand Affects Multiword Expression Production,-1,north american chapter of the association for computational linguistics,2015,2,Adam Goodkind
722,NRGsuite: A PyMOL plugin to perform docking simulations in real time using FlexAID,-1,Bioinformatics,2015,15,Francis Gaudreault
723,Auditory Immersion with Stereo Sound in a Mobile Robotic Telepresence System,-1,human robot interaction,2015,2,Andrey Kiselev
724,Managing Large Flows in Metro Stations: The New Year Celebration in Copacabana,-1,IEEE Intelligent Transportation Systems Magazine,2015,0,Mario Campanella
725,Quick Response Healthcare Apparel Supply Chains: Value of RFID and Coordination,-1,systems man and cybernetics,2015,50,Hau-Ling Chan
726,PDR/INS/WiFi Integration Based on Handheld Devices for Indoor Pedestrian Navigation,-1,Micromachines,2015,35,Yuan Zhuang
728,Searching contexts in paraconsistent rough description logic,-1,Journal of the Brazilian Computer Society,2015,0,Henrique Viana
730,Bridging the research‐to‐practice gap in education: A software‐mediated approach for improving classroom instruction,-1,British Journal of Educational Technology,2015,0,Mark E. Weston
732,An efficient page-level FTL to optimize address translation in flash memory,-1,european conference on computer systems,2015,19,You Zhou
733,Using kernelized partial canonical correlation analysis to study directly coupled side chains and allostery in small G proteins.,-1,Bioinformatics,2015,0,Laleh Soltan Ghoraie
734,Asynchronous knowledge with hidden actions in the situation calculus,-1,Artificial Intelligence,2015,50,Ryan F. Kelly
735,Analysis of cooperative systems with wireless power transfer and randomly located relays,-1,international conference on communications,2015,3,Alberto Zanella
736,What can we learn about social network sites by studying Facebook? A call and recommendations for research on social network sites,-1,New Media & Society,2015,3,Stephen A. Rains
738,Security-Aware Modeling and Efficient Mapping for CAN-Based Real-Time Distributed Automotive Systems,-1,IEEE Embedded Systems Letters,2015,21,Chung-Wei Lin
739,Distributed weighted sum-rate maximization with multi-cell uplink-downlink throughput duality,-1,EURASIP Journal on Advances in Signal Processing,2015,0,Z. B. Hu
740,Scaffolding mentalizing via a play-&-learn game for preschoolers,-1,Computers in Education,2015,0,Magnus Haake
742,Diversity Controlled Self Adaptive Differential Evolution based design of non-fragile multivariable PI controller,-1,Engineering Applications of Artificial Intelligence,2015,2,K. Mohaideen Abdul Kadhar
744,Accelerating Adaptive IDW Interpolation Algorithm on a Single GPU,-1,"arXiv: Distributed, Parallel, and Cluster Computing",2015,1,Gang Mei
746,"Information Causality, Szemerédi-Trotter and Algebraic Variants of CHSH",-1,arXiv: Quantum Physics,2015,1,Mohammad Bavarian
747,Detecting function purity in JavaScript,-1,source code analysis and manipulation,2015,8,Jens Nicolay
748,"Comparison of radii sets, entropy, QM methods, and sampling on MM‐PBSA, MM‐GBSA, and QM/MM‐GBSA ligand binding energies of F. tularensis enoyl‐ACP reductase (FabI)",-1,Journal of Computational Chemistry,2015,3,Pin Chih Su
751,Compression efficiency of HDR/LDR content,-1,quality of multimedia experience,2015,5,Maryam Azimi
752,Introducing Engineering in Elementary Education: A 5-Year Study of Teachers and Students.,-1,British Journal of Educational Technology,2015,0,Heidi A. Diefes-Dux
756,A Comment on “Power Cost Reduction in Distributed Data Centers: A Two Time Scale Approach for Delay Tolerant Workloads”,-1,IEEE Transactions on Parallel and Distributed Systems,2015,0,Weiwei Fang
757,Characterizing Crop Responses to Background Ozone in Open-Air Agricultural Field by Using Reflectance Spectroscopy,-1,IEEE Geoscience and Remote Sensing Letters,2015,6,Abduwasit Ghulam
759,Operational cost minimization of distributed data centers through the provision of fair request rate allocations while meeting different user SLAs,-1,Computer Networks,2015,11,Zichuan Xu
760,ERC analysis: web-based inference of gene function via evolutionary rate covariation.,-1,Bioinformatics,2015,5,Nicholas Wolfe
761,Joint power and feedback bit allocation for energy- efficient design in limited-feedback coordinated beamforming systems,-1,Eurasip Journal on Wireless Communications and Networking,2015,1,Fang Yuan
762,Experimental evaluation of various register-pressure-reduction heuristics,-1,Software - Practice and Experience,2015,1,Ghassan Shobaki
763,Model Order Reductions for Stability Analysis of Islanded Microgrids With Droop Control,-1,IEEE Transactions on Industrial Electronics,2015,5,Valerio Mariani
764,Two-stage filter-bank system for improved single-channel noise reduction in hearing aids,-1,"IEEE Transactions on Audio, Speech, and Language Processing",2015,50,Alexander Schasse
766,Daily Quantity of Infant Leg Movement: Wearable Sensor Algorithm and Relationship to Walking Onset,-1,Sensors,2015,11,Beth A. Smith
767,Finding top-k local users in geo-tagged social media data,-1,international conference on data engineering,2015,27,Jinling Jiang
768,Deep Recurrent Q-Learning for Partially Observable MDPs,-1,arXiv: Learning,2015,123,Matthew J. Hausknecht
769,BenchPress: Dynamic Workload Control in the OLTP-Bench Testbed,-1,international conference on management of data,2015,1,Dana Van Aken
770,Fractional Hedonic Games: Individual and Group Stability,-1,adaptive agents and multi-agents systems,2015,16,Florian Brandl
771,Visualizing the insider threat: challenges and tools for identifying malicious user activity,-1,visualization for computer security,2015,16,Philip A. Legg
772,"Aspirations, challenges, and open issues for software-based 5G networks in extremely dense and heterogeneous scenarios",-1,Eurasip Journal on Wireless Communications and Networking,2015,50,Vinicius C. M. Borges
773,An LTE implementation of a novel strategy for the Gaussian half-duplex relay channel,-1,international conference on communications,2015,6,Robin R. Thomas
775,A Physiological Time Series Dynamics-Based Approach to Patient Monitoring and Outcome Prediction,-1,IEEE Journal of Biomedical and Health Informatics,2015,50,Li-wei Lehman
776,Social Feedback and the Emergence of Rank in Animal Society,-1,PLOS Computational Biology,2015,22,Elizabeth A. Hobson
777,Learning Path Queries on Graph Databases,-1,extending database technology,2015,50,Angela Bonifati
778,An iRODS-based distributed and federated data repository for a Multi-CMF Network for Experimentation,-1,latin american network operations and management symposium,2015,0,Thiago S. Hohlenweger
779,Can Content-Based Data Loss Prevention Solutions Prevent Data Leakage in Web Traffic?,-1,ieee symposium on security and privacy,2015,4,David Gugelmann
781,Sandwiching the marginal likelihood using bidirectional Monte Carlo,-1,arXiv: Machine Learning,2015,18,Roger B. Grosse
782,A home cloud-based home network auto-configuration using SDN,-1,"international conference on networking, sensing and control",2015,14,Min-Seok Lee
783,Incorporating emergency alarms in reliable wireless process control,-1,international conference on cyber-physical systems,2015,28,Bo Li
784,Remote Sensing Based Spatial Statistics to Document Tropical Rainforest Transition Pathways,-1,Remote Sensing,2015,3,Abduwasit Ghulam
785,Random Models and Analyses for Chemical Graphs,-1,International Journal of Foundations of Computer Science,2015,1,Tina M. Kouri
787,On the f-matching polytope and the fractional f-chromatic index,-1,International Journal of Computer Mathematics,2015,0,Stefan Glock
789,Usability and feasibility of a tablet-based Decision-Support and Integrated Record-keeping (DESIRE) tool in the nurse management of hypertension in rural western Kenya.,-1,International Journal of Medical Informatics,2015,7,Rajesh Vedanthan
790,Finding the Median (Obliviously) with Bounded Space,-1,"international colloquium on automata, languages and programming",2015,2,Paul Beame
791,Collective input/output under memory constraints,-1,ieee international conference on high performance computing data and analytics,2015,5,Yin Lu
792,UML based Model of a Context Aware System,-1,ubiquitous computing,2015,0,Umar Mahmud
793,A novel continuum robotic cable aimed at applications in space,-1,Advanced Robotics,2015,3,Manas M. Tonapi
794,Energy Efficiency Optimization With Interference Alignment in Multi-Cell MIMO Interfering Broadcast Channels,-1,IEEE Transactions on Communications,2015,20,Jie Tang
795,Activation games in online dating platforms,-1,international conference on communications,2015,1,Eitan Altman
796,Molecular-docking study of malaria drug target enzyme transketolase in Plasmodium falciparum 3D7 portends the novel approach to its treatment,-1,Source Code for Biology and Medicine,2015,50,Md. Anayet Hasan
798,Real-time correction of panoramic images using hyperbolic Möbius transformations,-1,Journal of Real-time Image Processing,2015,0,Luis Mariano Peñaranda
799,On convergence of higher order schemes for the projective integration method for stiff ordinary differential equations,-1,Journal of Computational and Applied Mathematics,2015,2,John Maclean
800,Optimizing Reorder Intervals for Two-Echelon Distribution Systems with Stochastic Demand,-1,Operations Research,2015,17,Kevin H. Shang
802,IF-MANET: Interoperable Framework for Mobile Ad Hoc Networks,-1,Computer Networks and Isdn Systems,2015,2,Hamid Hassan
803,Modeling and performance analysis of the solar photovoltaic cell model using Embedded MATLAB,-1,Simulation,2015,0,C. Vimalarani
805,A Cell Identification Performance Improvement in Co-Channel Heterogeneous Cellular Networks with Cell Range Expansion,-1,vehicular technology conference,2015,3,Manabu Mikami
806,Multiregion Segmentation Based on Compact Shape Prior,-1,IEEE Transactions on Automation Science and Engineering,2015,3,Ran Fan
807,A model based safety architecture framework for Dutch high speed train lines,-1,service oriented software engineering,2015,1,K. Schuitemaker
809,"xArchiMate: Enterprise Architecture simulation, experimentation and analysis",-1,Simulation,2015,0,Laura Manzur
810,Measuring the Efficacy of Robots in Autism Therapy: How Informative are Standard HRI Metrics',-1,human-robot interaction,2015,12,Momotaz Begum
811,A generalized topic modeling approach for automatic document annotation,-1,International Journal on Digital Libraries,2015,14,Suppawong Tuarob
812,GRASP v2.0: an update on the Genome-Wide Repository of Associations between SNPs and phenotypes,-1,Nucleic Acids Research,2015,25,John D. Eicher
813,Sensitivity to object impossibility in the human visual cortex: Evidence from functional connectivity,-1,Journal of Cognitive Neuroscience,2015,50,Erez Freud
814,Leveraging Compounds to Improve Noun Phrase Translation from Chinese and German,-1,meeting of the association for computational linguistics,2015,4,Xiao Pu
815,A Learning Cycle Approach to Developing Educational Computer Game for Improving Students' Learning and Awareness in Electric Energy Consumption and Conservation,-1,Educational Technology & Society,2015,1,Ugyen Dorji
816,Automatic Composition of Heterogeneous Models Based on Semantic Web Services,-1,International Journal of Parallel Programming,2015,2,Hui Huang
817,How dynamic is the ISPs address space? Towards internet-wide DHCP churn estimation,-1,international conference on networking,2015,16,Giovane Cesar Moreira Moura
818,Expansion of the Ohm's Law in Nonsinusoidal AC Circuit,-1,IEEE Transactions on Industrial Electronics,2015,50,Guobin Jin
819,A hybrid approach to discover semantic hierarchical sections in scholarly documents,-1,international conference on document analysis and recognition,2015,10,Suppawong Tuarob
820,Tuberculine reaction measured by infrared thermography,-1,Computer Methods and Programs in Biomedicine,2015,3,José Antonio Fiz
822,Experimental Characterization of Electromagnetic Propagation Under Rubble of a Historic Town After Disaster,-1,IEEE Transactions on Vehicular Technology,2015,1,Alessandro DiCarlofelice
823,Revenue Optimization Frameworks for Multi-Class PEV Charging Stations,-1,IEEE Access,2015,7,Cuiyu Kong
826,Rethinking the Mobile Food Journal: Exploring Opportunities for Lightweight Photo-Based Capture,-1,human factors in computing systems,2015,54,Felicia Cordeiro
828,A first-order logic for string diagrams,-1,conference on algebra and coalgebra in computer science,2015,4,Aleks Kissinger
829,Reliability-based iterative proportionality-logic decoding of LDPC codes with adaptive decision,-1,Journal of Communications and Networks,2015,0,Youming Sun
830,"Depth, balancing, and limits of the Elo model",-1,computational intelligence and games,2015,0,Marie-Liesse Cauwet
831,Challenges to adopting stronger consistency at scale,-1,ieee international conference on requirements engineering,2015,21,Phillipe Ajoux
832,Concentration of the number of solutions of random planted CSPs and Goldreich's one-way candidates,-1,arXiv: Probability,2015,0,Emmanuel Abbe
834,Automatic articulation error detection tool for Punjabi language with aid for hearing impaired people,-1,International Journal of Speech Technology,2015,0,Shailendra Singh
836,Parallel H.264/AVC Fast Rate-Distortion Optimized Motion Estimation by Using a Graphics Processing Unit and Dedicated Hardware,-1,IEEE Transactions on Circuits and Systems for Video Technology,2015,0,Muhammad Usman Shahid
837,Needles in a haystack: mining information from public dynamic analysis sandboxes for malware intelligence,-1,usenix security symposium,2015,13,Mariano Graziano
838,Demystifying Iddq Data With Process Variation for Automatic Chip Classification,-1,IEEE Transactions on Very Large Scale Integration Systems,2015,1,Chia-Ling Lynn Chang
839,Testing Cluster Structure of Graphs,-1,symposium on the theory of computing,2015,4,Artur Czumaj
840,Rehearsing biological motion in working memory: An eeg study,-1,Journal of Cognitive Neuroscience,2015,0,Zaifeng Gao
842,Automated Generation of Indoor Accessibility Information for Mobility-Impaired Individuals,-1,geographic information science,2015,3,Nemanja Kostic
843,Fusion of Global and Local Motion Estimation Using Foreground Objects for Distributed Video Coding,-1,IEEE Transactions on Circuits and Systems for Video Technology,2015,1,Abdalbassir Abou-Elailah
845,A Hotness Filter of Files for Reliable Non-Volatile Memory Systems,-1,IEEE Transactions on Dependable and Secure Computing,2015,0,Chin-Hsien Wu
846,Local maximum points of explicitly quasiconvex functions,-1,Optimization Letters,2015,0,Ovidiu Bagdasar
847,Joint tracking and non-parametric shape estimation of arbitrary extended objects,-1,international conference on robotics and automation,2015,3,Kevin Wyffels
848,Contrasting Electronic Requirements for C-H Binding and C-H Activation in d(6) Half-Sandwich Complexes of Rhenium and Tungsten,-1,Journal of Computational Chemistry,2015,0,Murugesan Thenraj
849,Active Contour Models for Manifold Valued Image Segmentation,-1,Journal of Mathematical Imaging and Vision,2015,0,Sumukh Bansal
850,Studying collective human decision making and creativity with evolutionary computation,-1,Artificial Life,2015,3,Hiroki Sayama
851,Fodder Biomass Monitoring in Sahelian Rangelands Using Phenological Metrics from FAPAR Time Series,-1,Remote Sensing,2015,18,Abdoul Aziz Diouf
852,The PyPES library of high quality semi-global potential energy surfaces,-1,Journal of Computational Chemistry,2015,1,Marat Sibaev
853,"Technological utopia, dystopia and ambivalence: Teaching with social media at a South African university",-1,British Journal of Educational Technology,2015,1,Patient Rambe
854,An 8-bit 2 MS/s successive approximation register analog-to-digital converter for bioinformatics and computational biology Application,-1,"international conference on networking, sensing and control",2015,0,Wen Cheng Lai
855,Minor Relations for Quadrangulations on the Sphere,-1,Graphs and Combinatorics,2015,1,Sheng Bau
856,Robust placement and tuning of UPFC via a new multiobjective scheme-based fuzzy theory,-1,Complexity,2015,6,Hadi Aghazadeh
857,Large common value auctions with risk averse bidders,-1,Games and Economic Behavior,2015,0,Pauli Murto
858,Toward Collective Self-Awareness and Self-Expression in Distributed Systems,-1,IEEE Computer,2015,3,Michele Amoretti
859,An empirical study on creating software product value in India - an analytic hierarchy process approach,-1,business information systems,2015,50,T. Jessie Latha
860,Green data centers for cloud-assisted mobile ad hoc networks in 5G,-1,IEEE Network,2015,50,Nguyen Dinh Han
861,Advanced Model-Based Control Studies for the Induction and Maintenance of Intravenous Anaesthesia,-1,IEEE Transactions on Biomedical Engineering,2015,50,Ioana Nascu
863,Exploring Communities for Effective Location Prediction,-1,international world wide web conferences,2015,12,Jun Pang
865,Fighting pollution attacks in P2P streaming,-1,Computer Networks,2015,5,Md. Tauhiduzzaman
866,Efficient and Correct by Construction Assertion-Based Synthesis,-1,IEEE Transactions on Very Large Scale Integration Systems,2015,1,Katell Morin-Allory
867,"Nsite, NsiteH and NsiteM computer tools for studying transcription regulatory elements.",-1,Bioinformatics,2015,50,Ilham A. Shahmuradov
868,Design and characterization of ESD solutions with EMC robustness for automotive applications,-1,Microelectronics Reliability,2015,2,Yunfeng Xi
870,Climate Change Sentiment on Twitter: An Unsolicited Public Opinion Poll,-1,PLOS ONE,2015,29,Emily M. Cody
871,Agent-based negotiation for shared QoS control in distributed cloud services,-1,integrated network management,2015,0,Kaliappa Ravindran
872,Performance analysis of radial basis function networks and multi-layer perceptron networks in modeling urban change: a case study,-1,International Journal of Geographical Information Science,2015,13,Hossein Shafizadeh-Moghadam
873,Switching control for parameter identifiability of uncertain systems,-1,conference on decision and control,2015,0,Giorgio Battistelli
875,Collective Oscillation Period of Inter-Coupled Biological Negative Cyclic Feedback Oscillators,-1,IEEE Transactions on Automatic Control,2015,7,Yongqiang Wang
876,Recognizing Common CT Imaging Signs of Lung Diseases Through a New Feature Selection Method Based on Fisher Criterion and Genetic Optimization,-1,IEEE Journal of Biomedical and Health Informatics,2015,50,Xiabi Liu
877,Towards Vision-Based Deep Reinforcement Learning for Robotic Motion Control,-1,arXiv: Learning,2015,41,Fangyi Zhang
878,Dynamic homeostasis in packet switching networks,-1,Adaptive Behavior,2015,2,Mizuki Oka
879,Adaptive myoelectric control applied to video game,-1,Biomedical Signal Processing and Control,2015,2,Mohammadreza Asghari Oskoei
882,Review and evaluation of electronic health records-driven phenotype algorithm authoring tools for clinical and translational research,-1,Journal of the American Medical Informatics Association,2015,10,Jie Xu
884,Statistical significance of variables driving systematic variation in high-dimensional data,-1,Bioinformatics,2015,50,Neo Christopher Chung
885,Variable Geometry Conformal Antenna Array for Element Comparison,-1,vehicular technology conference,2015,1,Timothy George Pelham
887,Migrate or not? Exploring virtual machine migration in roadside cloudlet-based vehicular cloud,-1,Concurrency and Computation: Practice and Experience,2015,4,Hong Yao
889,When Do Creditors with Heterogeneous Beliefs Agree to Run,-1,Finance and Stochastics,2015,50,Andrey Krishenik
890,New decoding scheme for LDPC codes based on simple product code structure,-1,Journal of Communications and Networks,2015,0,Beomkyu Shin
891,A novel method based on physicochemical properties of amino acids and one class classification algorithm for disease gene identification,-1,Journal of Biomedical Informatics,2015,6,Abdulaziz Yousef
892,A hybrid evolutionary multiobjective optimization algorithm with adaptive multi-fitness assignment,-1,soft computing,2015,2,Fangqing Gu
893,Knowledge Security Risk Management in Contemporary Companies -- Toward a Proactive Approach,-1,hawaii international conference on system sciences,2015,7,Ilona Ilvonen
894,An Existence Result for the Generalized Vector Equilibrium Problem on Hadamard Manifolds,-1,Journal of Optimization Theory and Applications,2015,50,Edvaldo E. A. Batista
895,FermiKit: assembly-based variant calling for Illumina resequencing data,-1,Bioinformatics,2015,1,Heng Li
896,Quantization-based simulation of switched mode power supplies,-1,Simulation,2015,7,Gustavo Migoni
899,Global majority consensus by local majority polling on graphs of a given degree sequence,-1,Discrete Applied Mathematics,2015,17,Mohammed Amin Abdullah
902,Generalized Sparselet Models for Real-Time Multiclass Object Recognition,-1,IEEE Transactions on Pattern Analysis and Machine Intelligence,2015,14,Hyun Oh Song
903,Device-to-device-based heterogeneous radio access network architecture for mobile cloud computing,-1,IEEE Wireless Communications,2015,90,Minho Jo
905,Vector Sparse Representation of Color Image Using Quaternion Matrix Analysis,-1,IEEE Transactions on Image Processing,2015,50,Yi Xu
906,Shifted Hamming distance: a fast and accurate SIMD-friendly filter to accelerate alignment verification in read mapping,-1,Bioinformatics,2015,14,Hongyi Xin
907,Dynamics of the discovery process of protein-protein interactions from low content studies.,-1,BMC Systems Biology,2015,8,Zichen Wang
908,A memetic particle swarm optimization algorithm for solving the DNA fragment assembly problem,-1,Neural Computing and Applications,2015,50,Ko-Wei Huang
909,Behavioural equivalences for coalgebras with unobservable moves,-1,The Journal of Logic and Algebraic Programming,2015,4,Tomasz Brengos
910,Two Time-Scaled Battery Model Identification With Application to Battery State Estimation,-1,IEEE Transactions on Control Systems and Technology,2015,50,Yiran Hu
911,"Detection of Convective Initiation Using Meteorological Imager Onboard Communication, Ocean, and Meteorological Satellite Based on Machine Learning Approaches",-1,Remote Sensing,2015,11,Hyangsun Han
